NODE_2_length_733_cov_1.130499,PQ963484.1,92.737,716,52,0,3,718,5254,4539,0.0,1035
NODE_2_length_733_cov_1.130499,PV878495.1,90.111,718,71,0,1,718,2349,1632,0.0,933
NODE_2_length_733_cov_1.130499,PV878488.1,90.169,712,70,0,1,712,4406,5117,0.0,928
NODE_2_length_733_cov_1.130499,MN661036.1,88.440,718,83,0,1,718,5153,4436,0.0,867
NODE_2_length_733_cov_1.130499,MN661035.1,88.301,718,84,0,1,718,5320,4603,0.0,861
NODE_2_length_733_cov_1.130499,PX613665.1,88.162,718,85,0,1,718,5317,4600,0.0,856
NODE_2_length_733_cov_1.130499,PV878479.1,91.111,540,48,0,1,540,610,71,0.0,732
NODE_2_length_733_cov_1.130499,PP076652.1,83.310,719,118,2,1,718,5442,4725,0.0,662
NODE_2_length_733_cov_1.130499,OP264911.1,82.451,718,126,0,1,718,5356,4639,3.09e-175,628
NODE_2_length_733_cov_1.130499,MW452304.1,81.137,721,133,3,1,718,5320,4600,4.08e-159,575
NODE_3_length_542_cov_1.138493,PQ963484.1,94.000,500,30,0,43,542,5551,6050,0.0,758
NODE_3_length_542_cov_1.138493,PV878488.1,91.018,501,43,2,43,542,4111,3612,0.0,675
NODE_3_length_542_cov_1.138493,MN661036.1,92.200,500,39,0,43,542,5448,5947,0.0,708
NODE_3_length_542_cov_1.138493,MN661035.1,91.400,500,43,0,43,542,5615,6114,0.0,686
NODE_3_length_542_cov_1.138493,PX613665.1,90.400,500,48,0,43,542,5612,6111,0.0,658
NODE_3_length_542_cov_1.138493,PV878479.1,91.218,501,42,2,43,542,905,1404,0.0,680
NODE_6_length_426_cov_1.090667,PQ963484.1,87.740,416,51,0,1,416,2658,2243,3.06e-133,488
NODE_6_length_426_cov_1.090667,MN661036.1,89.762,420,42,1,1,419,2556,2137,1.08e-147,536
NODE_6_length_426_cov_1.090667,MN661035.1,89.286,420,44,1,1,419,2723,2304,2.33e-144,525
NODE_6_length_426_cov_1.090667,PX613665.1,87.619,420,51,1,1,419,2720,2301,1.10e-132,486
Status: 500 Server Error
Content-Type: text/plain

ERROR:  500 Server Error 

CCgiResponse::WriteHeader() -- called more than once


